Country Name	Country Code	precipitation	extreme climate	GDP per capita	forest cover	population density
Aruba	ABW			31776.5830146276	2.33333333333333	563.622222222222
Africa Eastern and Southern	AFE				36.90659570026	34.0805521014316
Afghanistan	AFG	327	1.05929016894999	29552.5904068512	1.85099408755323	43.4929479520877
Africa Western and Central	AFW				20.7661387298829	37.702722927155
Angola	AGO	1010	1.01176467635625	55391.6751572058	58.3244252827465	18.0590960134756
Albania	ALB	1485	5.26957699339956	408309.794957771	28.4960948905109	106.843759124088
Andorra	AND			31431.5482885592	34.0425531914894	179.704255319149
Arab World	ARB				1.70537729981661	25.2752312605994
United Arab Emirates	ARE	78		132298.420687279	4.45667417628837	111.480822303576
Argentina	ARG	591	0.167189950512828	15040.2908633808	11.1559584753845	14.792609320018
Armenia	ARM	562	0.478231100921505	1287846.32217649	11.618124341412	101.443414120126
American Samoa	ASM		0.000261754979888	11768.8575209528	87.3	283.375
Antigua and Barbuda	ATG	1030		34673.4606827064	20.1068181818182	197.143181818182
Australia	AUS	534	3.04709860649413	70714.7895277917	16.8924540827617	2.82359449643987
Austria	AUT	1110	0.038152978279634	38444.9721052391	46.7520889340987	101.035663251714
Azerbaijan	AZE	447	1.10556506666241	2848.51662004317	12.441808477161	108.291290455327
Burundi	BDI	1274	2.37741128892302	170804.822914381	7.55218068535826	327.011721183801
Belgium	BEL	847	0.00169216806015	35173.2919198855	22.7084874504624	356.555250990753
Benin	BEN	1039	0.858274799264926	588666.064523255	32.6813586378148	79.3252305782192
Burkina Faso	BFA	748	1.250036827358	327245.534115161	24.7313596491228	55.3402704678363
Bangladesh	BGD	2666	4.58469425909382	39407.7168311252	14.5313098256127	1121.0324575555
Bulgaria	BGR	608	0.008553160446462	11095.742421562	34.0899042004421	68.5744565217391
Bahrain	BHR	83		7819.37852034681	0.664473684210526	1559.30921052632
Bahamas, The	BHS	1292		29117.5629290618	50.9350649350649	34.9250749250749
Bosnia and Herzegovina	BIH	1028	0.493228498579901	7099.20890162998	41.08513671875	72.96767578125
Belarus	BLR	618	0.021958551526537	7143.14873151194	42.3740262301548	46.8621585642442
Belize	BLZ	1705	0.806085588817727	7400.33433442977	61.2968434896975	13.7946076282332
Bermuda	BMU			111158.510573466	18.5185185185185	1215.48148148148
Bolivia	BOL	1146	1.29742916356694	3165.899629633	49.1900193852119	9.12470229853226
Brazil	BRA	1761	0.482451027992547	18638.7007038013	61.6801692721108	23.1973267975889
Barbados	BRB	1422		32983.8815824579	14.6511627906977	653.737209302326
Brunei Darussalam	BRN	2722		47451.0627712281	72.4288425047438	72.846679316888
Bhutan	BTN	2200	0.013501102533786	58757.6782062981	70.7128315449799	17.795970301965
Botswana	BWA	416	0.740418784027821	59804.0846443881	29.2132055829054	3.44695886930284
Central African Republic	CAF	1343	0.18249850803147	197518.318212533	36.3302192686764	6.96270024719895
Canada	CAN	537	0.010743237666977	51622.4149202643	38.7448217016393	3.75088477166589
Central Europe and the Baltics	CEB				33.6111900074702	94.9175805763282
Switzerland	CHE	1537	0.003887884124289	77243.1175215471	31.1485474238283	195.966975402369
Channel Islands	CHI				5.05555555555556	798.924242424242
Chile	CHL	1522	0.260470805127432	6634441.4490272	22.3721911094613	22.7107696777005
China	CHN	645	7.95097147464036	31940.1940375284	21.0350872157688	141.252233956931
Cote d'Ivoire	CIV	1348	0.000757403639121	955621.698623411	12.8253679245283	63.0790786163522
Cameroon	CMR	1604	0.072372204665497	742005.507126304	44.3616191745468	41.864826214804
Congo, Dem. Rep.	COD	1543	0.017890962277006	111020.752645873	60.8023643060365	27.5461820427428
Congo, Rep.	COG	1646	0.262896436973433	1012272.86164349	64.6764275256223	12.1387994143485
Colombia	COL	3240	0.657133753962299	13689726.4973133	54.9802262280307	40.3335322217215
Comoros	COM	900	0.022191158545354	455339.836108673	20.2783449758194	361.768404083826
Cabo Verde	CPV	228	0.009841223589798	263903.184312887	10.5260545905707	120.761042183623
Costa Rica	CRI	2926	0.701045625679748	5515297.10816694	56.2045045045045	88.5377790834313
Caribbean small states	CSS				90.5640187723848	17.1062022971471
Cuba	CUB	1335	0.727438085825858	4128.81386186925	27.0791055993987	105.474549041714
Curacao	CUW			27603.9405310795		330.704954954955
Cayman Islands	CYM			66580.6402631912	53.0875	230.504166666667
Cyprus	CYP	498	0.00267815502329	23546.8079971783	18.692316017316	118.840800865801
Czech Republic	CZE	677	0.155745987792062	397531.064916522	34.3737346278317	135.196582524272
Germany	DEU	700	0.032824573685482	32618.2716684647	32.7113393190098	234.939637417171
Djibouti	DJI	220	6.79684704554282		0.241587575496117	35.7126833477135
Dominica	DMA	2083		16745.4268292683	63.8266666666667	94.464
Denmark	DNK	703	0	339471.559152975	13.7874381333962	130.169573415037
Dominican Republic	DOM	1410	0.078705434970172	158662.222431526	42.7045125232871	198.235065203892
Algeria	DZA	89	0.039222940364266	416183.84782262	0.791060317247055	14.8353229151797
East Asia & Pacific (excluding high income)	EAP				29.9960904166004	122.382072928847
Early-demographic dividend	EAR				23.6966677767164	86.1744461617521
East Asia & Pacific	EAS				26.6907267575481	89.7530139326314
Europe & Central Asia (excluding high income)	ECA				39.2674589996609	17.5051586784663
Europe & Central Asia	ECS				38.2887788236219	32.229551392844
Ecuador	ECU	2274	0.336468818221031	3692.71765265514	52.7396561443067	59.4878885488807
Egypt, Arab Rep.	EGY	18.1	0.01221347652012	32767.40227549	0.065294088100859	81.5056396604551
Euro area	EMU				37.8716732220959	125.307388639968
Eritrea	ERI	384	7.32348285594532	9162.5641042078	10.7922772277228	30.890297029703
Spain	ESP	636	0.729193518337962	23234.78322538	36.8992880920868	92.9750651746681
Estonia	EST	626	0	12803.271600544	54.8786742156169	31.4818353385232
Ethiopia	ETH	848	3.26301816870463	9187.31778660475	15.8256966388377	75.4769442260609
European Union	EUU				39.0552571796124	110.292432743718
Fragile and conflict affected situations	FCS				26.5317517512294	35.9505537758208
Finland	FIN	536	0.000387043470111	38225.872099176	73.2555577492596	17.5678545574202
Fiji	FJI	2592	1.72863661924856	9054.49863876406	58.3778325123153	46.7233716475096
France	FRA	867	0.005717645929267	31663.8494562454	29.7793654359272	118.174062243748
Faroe Islands	FRO				0.05730659025788	34.2507163323782
Micronesia, Fed. Sts.	FSM		1.34981355700244	2303.74474366569	91.5757142857143	147.101428571429
Gabon	GAB	1831		2466518.55812101	91.8014087786704	6.08889276982187
United Kingdom	GBR	1220	0.032407018945073	27444.18201347	12.6007522837184	257.414417393461
Georgia	GEO	1026	0.770433848504126	6574.45909848918	40.5269822996115	66.7346478183281
Ghana	GHA	1187	0.974438236973891	3568.21481892535	35.3058714951217	106.227225982245
Gibraltar	GIB				0	3356.2
Guinea	GIN	1651	0.180212227284055	3757476.29832796	26.8801888328178	40.5521325085463
Gambia, The	GMB	836	0.19719002671623	26982.2279441721	30.2107707509881	171.964130434783
Guinea-Bissau	GNB	1577	0.540905804297409	235080.954296728	73.7153271692745	52.7709815078236
Equatorial Guinea	GNQ	2156		8050869.0767079	90.5656684491979	32.1422103386809
Greece	GRC	652	0.006583138661805	20585.1114660219	30.0360411171451	86.1677036462374
Grenada	GRD	2350		17840.8216510535	52.0588235294118	311.138235294118
Greenland	GRL			245686.486870373	0.00053599707638	0.137222560604215
Guatemala	GTM	1996	1.30682366289927	25989.9724218028	35.1927958193356	130.647536394177
Guam	GUM			31633.0888263666	44.4444444444444	294.874074074074
Guyana	GUY	2387	7.17062421244385	963919.552558585	94.1033832867666	3.79841503683007
High income	HIC				28.9862492015129	32.8221637267598
Hong Kong SAR, China	HKG		0.004354372654077	308150.52776503		6640.76190476191
Honduras	HND	1976	1.25529122608881	18903.5773263418	58.9485208687103	72.8463669675574
Heavily indebted poor countries (HIPC)	HPC				30.9032348676385	30.3733278544266
Croatia	HRV	1113	0.002494288688618	81413.5110114307	34.2476769120801	76.933184417441
Haiti	HTI	1440	0.840315026319036	58374.4560088818	13.7375544267054	355.516908563135
Hungary	HUN	589	0.088105351286893	3119314.25321646	22.4662321882249	110.710814094775
IBRD only	IBD				34.2222456635604	61.7404231070147
IDA & IBRD total	IBT				32.9881357654275	59.5679650074948
IDA total	IDA				29.0926718740371	53.3945953504715
IDA blend	IDB				30.6401361065783	101.845013583194
Indonesia	IDN	2702	0.160589721908345	27080444.6734773	55.1020827238252	131.720305591283
IDA only	IDX				28.7196163870921	43.1263467537668
Isle of Man	IMN			44516.3938894749	6.07017543859649	148.033333333333
India	IND	1083	4.3561089920649	62830.8555971576	23.3101483591698	409.568919914301
Not classified	INX					
Ireland	IRL	1118	0.00490736939921	40906.6046357798	10.3262882856728	65.8350268544056
Iran, Islamic Rep.	IRN	228	3.05679191703282	80767648.6617062	6.480603649402	44.7732219602643
Iraq	IRQ	216	0.014837959324101	4304082.15093716	1.89790937557561	66.7092397310739
Iceland	ISL	1940		6533590.48537044	0.430783042394015	3.17704738154613
Israel	ISR	435	0.000810924778618	121748.493240355	7.11182994454714	345.914972273567
Italy	ITA	832	0.007102219068959	28494.7305088986	30.4690317535867	200.908971918134
Jamaica	JAM	2051	1.14346077633162	300543.772370297	51.219298245614	258.156879039704
Jordan	JOR	111	0.369473469445725	3441.17891713904	1.09822031989187	77.6442667267403
Japan	JPN	1668	0.020951550145542	3831174.59726507	68.4691358024691	351.294924554184
Kazakhstan	KAZ	250	0.217161218770403	594428.825255136	1.14444349372152	5.96096677408601
Kenya	KEN	630	6.47785323086186	131081.328013991	6.41463436061426	71.8659697086833
Kyrgyz Republic	KGZ	533	2.0654640264514	41129.6809949288	6.38582898852972	28.0672575599583
Cambodia	KHM	1904	6.64379105434942	2035843.30620874	60.0974790392024	79.8414060729662
Kiribati	KIR		5.0029987647945	1460.65596675347	1.45679012345679	124.602469135802
St. Kitts and Nevis	KNA	1427		36674.0056379761	42.3076923076923	186.919230769231
Korea, Rep.	KOR	1274	0.080255411325391	27089493.992182	65.8963527714816	508.013960436843
Kuwait	KWT	121	0.000567073206174	12010.566312223	0.342873176206509	158.307575757576
Latin America & Caribbean (excluding high income)	LAC				49.3235464739613	29.0328113984904
Lao PDR	LAO	1834	2.69310157959222	10478995.1698275	73.6089688041595	26.6404722703639
Lebanon	LBN	661	0.023082325176574	11151746.1151994	13.4343108504399	470.481524926686
Liberia	LBR	2391	1.87230419871342	677.792044448638	82.5404900332226	38.9755917774086
Libya	LBY	56	0	7389.48419682011	0.123327687918433	3.48613103424759
St. Lucia	LCA	2301		28206.7331308826	34.0885245901639	282.332786885246
Latin America & Caribbean	LCN				48.1835579341275	29.1106824300535
Least developed countries: UN classification	LDC				30.7560252837062	40.1185767291537
Low income	LIC				24.082720229668	33.4456289184074
Liechtenstein	LIE			134862.519945133	41.870625	223.26875
Sri Lanka	LKA	1712	2.16003002858256	295063.070186371	33.6453516185616	320.897911018976
Lower middle income	LMC				27.5521792098651	111.072298483135
Low & middle income	LMY				32.9391074322051	60.232083208477
Lesotho	LSO	788	3.40265096330442	8730.89780341535	1.13702239789196	65.5512187088274
Late-demographic dividend	LTE				39.3552520017382	48.6556029643225
Lithuania	LTU	656	0	9643.68196942315	34.3837255684085	50.4653530115676
Luxembourg	LUX	934	0	94252.4875297067	36.4197530864198	204.848971193416
Latvia	LVA	667	0	10130.9333982049	54.0207140559666	34.4430524284336
Macao SAR, China	MAC			527423.010214646		17844.1016949153
St. Martin (French part)	MAF				18.3823529411765	687.132352941176
Morocco	MAR	346	0.075712586358112	22065.5304215654	12.6770490701322	71.5417589065651
Monaco	MCO			112583.368821509	0	17376.9116921559
Moldova	MDA	450	0.343810821553105	28123.6650530348	11.2949224688355	99.7091934417099
Madagascar	MDG	1513	0.864615090391493	795763.192964656	21.6818258417306	35.3700777246621
Maldives	MDV	1972	0.0306479542537	117059.676958383	2.73333333333333	1177.97
Middle East & North Africa	MEA				2.01638014372119	33.6685445465602
Mexico	MEX	758	0.149843277332355	126440.574701465	34.510719925924	57.8532812057923
Marshall Islands	MHL		0.05841422892731	3013.13305483957	52.2222222222222	312.527777777778
Middle income	MIC				34.3356797259478	65.2957849105264
North Macedonia	MKD	619	0.30457878073609	176953.299676057	38.0706582077716	81.311300555115
Mali	MLI	282	0.652855128388168	242466.618040882	10.896663634352	11.9501282587138
Malta	MLT	560		17641.8399086495	1.09375	1288.990625
Myanmar	MMR	2091	0.092410935442981	879569.239291415	48.6510194397673	76.9177498851982
Middle East & North Africa (excluding high income)	MNA				2.45030163321406	37.8301117078584
Montenegro	MNE		0.012174282462376	4919.85042714308	59.9925650557621	45.9698141263941
Mongolia	MNG	241	2.56134223793038	4955163.22633161	9.13508329256675	1.72107546538273
Northern Mariana Islands	MNP			14540.355020851	66.2695652173913	117.813043478261
Mozambique	MOZ	1032	3.66244795624385	17211.0761835983	49.8406953381317	29.1140644472138
Mauritania	MRT	92	3.08197364994656	48489.0649459187	0.361579509071505	3.29233336567381
Mauritius	MUS	2041	0	205670.891728652	19.0857142857143	614.497044334975
Malawi	MWI	1181	8.82049278721445	332325.889258502	28.6773440814595	149.853213831141
Malaysia	MYS	2875	0.096926904360311	30496.7138498242	57.8968802313194	84.416490640694
North America	NAC				36.1933677261892	18.7967126931148
Namibia	NAM	285	3.40143396341144	51298.6423608592	9.01261936863074	2.52771077020248
New Caledonia	NCL				45.8918490153173	13.4545951859956
Niger	NER	151	7.52506573921943	250866.962526105	0.960227362437831	12.5074058577406
Nigeria	NGA	1150	0.055033264427481	327648.036492015	25.7181132448368	169.44446896582
Nicaragua	NIC	2280	0.833598367171441	21739.8266272018	35.8090992188798	47.7442080771148
Netherlands	NLD	778	0.004737860810846	39681.9207147467	11.0311888526534	490.079691669137
Norway	NOR	1414	0.006795587956721	587259.248091526	33.1370262071382	13.2205484552792
Nepal	NPL	1500	0.703796514298647	53621.9379394135	41.464269271015	187.537711893966
Nauru	NRU			3619.90950226244	0	497.25
New Zealand	NZL	1732	0.010853984529359	50567.2230744201	37.4021191751168	16.340435228438
OECD members	OED				32.5506510367584	36.1587210130134
Oman	OMN	125		7480.15653493648	0.009693053311793	9.29300807754443
Other small states	OSS				29.8665052115086	12.516784869045
Pakistan	PAK	494	1.05534239110308	51319.1493822468	5.36462614155251	227.695114674139
Panama	PAN	2928	0.196361451621855	6617.55134817654	58.3724105461394	48.1465563626581
Peru	PER	1738	1.9523808134554	12249.4053432987	57.94890859375	22.49426796875
Philippines	PHL	2348	0.806384865170547	112749.311407278	23.0964684575913	309.9378240601
Palau	PLW			13187.0925873517	87.9608695652174	39.7608695652174
Papua New Guinea	PNG	3142	0.730797898489713	5520.3936331646	79.9116579075211	15.7770039305746
Poland	POL	600	0.032017102157757	39342.8816084084	30.3709024422097	124.564460624265
Pre-demographic dividend	PRE				30.1198262973604	35.0893204821093
Puerto Rico	PRI	2054	0.016497321256545	2853.00274568831	54.7034949267193	421.69222096956
Korea, Dem. People's Rep.	PRK	1054	2.49688110166948		52.0191014035379	202.876339174487
Portugal	PRT	854	0.001802335302822	17434.0291251709	35.5377224587837	115.386472322306
Paraguay	PRY	1130	0.71477345485624	22282326.6335819	50.1191895293229	15.5146488799396
West Bank and Gaza	PSE	402		2840.01594969395	1.5232558266269	612.807142857143
Pacific island small states	PSS				67.4757320872274	34.0547352024922
Post-demographic dividend	PST				31.843256337483	34.1378478816577
French Polynesia	PYF				40.8112021857924	72.4743169398907
Qatar	QAT	74		237227.622505656	0	142.544702842377
Romania	ROU	637	0.084970987899511	16850.3311184144	28.2539337564114	88.5311962096844
Russian Federation	RUS	460	0.13270049736118	525298.816131338	49.7377636874446	8.71872030491785
Rwanda	RWA	1212	1.29597316565611	468506.977062734	10.8309687880016	396.545196595055
South Asia	SAS				18.2939408920782	338.590404597893
